gvkey,iid,datadate,tic,exchg,,,
6528,1,2024-02-29,LXU,11,,,
6543,1,2024-02-29,LZB,11,,,
6543,1,2024-03-31,LZB,11,,,
6547,1,2024-02-29,SR,11,,,
6547,1,2024-03-31,SR,11,,,
6565,1,2024-02-29,LRCX,14,,,
6565,1,2024-03-31,LRCX,14,,,
6573,1,2024-02-29,LANC,14,,,
6573,1,2024-03-31,LANC,14,,,
6601,1,2024-02-29,LMTI,19,,,
6617,1,2024-02-29,DSGR,14,,,
6639,1,2024-02-29,LEE,14,,,
6649,1,2024-02-29,LEG,11,,,
6649,1,2024-03-31,LEG,11,,,
6669,1,2024-02-29,LEN,11,,,
6669,3,2024-02-29,LEN.B,11,,,
6672,1,2024-02-29,LEFUF,19,,,
6672,1,2024-03-31,LEFUF,19,,,
6672,01C,2024-02-29,LNF.,7,,,
6672,01C,2024-03-31,LNF.,7,,,
6682,1,2024-02-29,JEF,11,,,
6730,1,2024-02-29,LLY,11,,,
6730,1,2024-03-31,LLY,11,,,
6733,1,2024-02-29,BBWI,11,,,
6733,1,2024-03-31,BBWI,11,,,
6737,1,2024-02-29,LECO,14,,,
6742,1,2024-02-29,LNC,11,,,
6771,1,2024-02-29,LBLCF,19,,,
6771,1,2024-03-31,LBLCF,19,,,
6771,01C,2024-02-29,L.,7,,,
6771,01C,2024-03-31,L.,7,,,
6774,1,2024-02-29,LMT,11,,,
6781,1,2024-02-29,L,11,,,
6781,1,2024-03-31,L,11,,,
6788,1,2024-02-29,RRC,11,,,
6788,1,2024-03-31,RRC,11,,,
6791,1,2024-02-29,FACO,19,,,
6821,1,2024-02-29,LPX,11,,,
6821,1,2024-03-31,LPX,11,,,
6829,1,2024-02-29,LOW,11,,,
6848,1,2024-02-29,LGL,12,,,
6865,1,2024-02-29,MDC,11,,,
6867,1,2024-02-29,MDU,11,,,
6867,1,2024-03-31,MDU,11,,,
6932,1,2024-02-29,MGEE,14,,,
6946,1,2024-02-29,MGA,11,,,
6946,1,2024-03-31,MGA,11,,,
6946,01C,2024-02-29,MG.,7,,,
6946,01C,2024-03-31,MG.,7,,,
6972,90,2024-02-29,MKTAY,19,,,
6988,1,2024-02-29,MNII,19,,,
6994,1,2024-02-29,MTW,11,,,
7017,1,2024-02-29,MRO,11,,,
7017,1,2024-03-31,MRO,11,,,
7022,1,2024-02-29,MCS,11,,,
7022,1,2024-03-31,MCS,11,,,
7034,1,2024-02-29,MARPS,14,,,
7063,1,2024-02-29,HST,14,,,
7065,1,2024-02-29,MMC,11,,,
7085,1,2024-02-29,MAS,11,,,
7085,1,2024-03-31,MAS,11,,,
7092,1,2024-02-29,CCUR,19,,,
7095,1,2024-02-29,BTAX,19,,,
7114,90,2024-02-29,PCRFY,19,,,
7116,1,2024-02-29,MAT,14,,,
7117,1,2024-02-29,MLP,11,,,
7138,1,2024-02-29,MAYS,14,,,
7146,1,2024-02-29,MKC,11,,,
7146,2,2024-02-29,MKC.V,11,,,
7154,1,2024-02-29,MCD,11,,,
7161,1,2024-02-29,MGRC,14,,,
7163,1,2024-02-29,SPGI,11,,,
7163,1,2024-03-31,SPGI,11,,,
7171,1,2024-02-29,MCK,11,,,
7179,1,2024-02-29,MCRAA,19,,,
7179,2,2024-02-29,MCRAB,19,,,
7183,1,2024-02-29,SLNH,14,,,
7185,1,2024-02-29,GENC,12,,,
7228,1,2024-02-29,MDT,11,,,
7234,1,2024-02-29,MGTC,19,,,
7241,1,2024-02-29,CVS,11,,,
7257,1,2024-02-29,MRK,11,,,
7257,1,2024-03-31,MRK,11,,,
7275,1,2024-02-29,MLAB,14,,,
7277,1,2024-02-29,MTR,11,,,
7279,1,2024-02-29,MSB,11,,,
7283,1,2024-02-29,MTRT,19,,,
7287,1,2024-02-29,TIPS,19,,,
7291,1,2024-02-29,MEI,11,,,
7295,1,2024-02-29,EVI,12,,,
7309,1,2024-02-29,MXC,12,,,
7315,1,2024-02-29,SIEB,14,,,
7343,1,2024-02-29,MU,14,,,
7344,1,2024-02-29,MPAD,19,,,
7350,1,2024-02-29,MFCO,19,,,
7366,1,2024-02-29,ETR,11,,,
7366,1,2024-03-31,ETR,11,,,
7368,1,2024-02-29,MSEX,14,,,
7368,1,2024-03-31,MSEX,14,,,
7401,1,2024-02-29,MLKN,14,,,
7420,1,2024-02-29,MSA,11,,,
7420,1,2024-03-31,MSA,11,,,
7422,6,2024-02-29,EXCE,19,,,
7435,1,2024-02-29,MMM,11,,,
7435,1,2024-03-31,MMM,11,,,
7437,1,2024-02-29,ALE,11,,,
7437,1,2024-03-31,ALE,11,,,
7471,90,2024-02-29,MITSY,19,,,
7486,1,2024-02-29,MOD,11,,,
7512,1,2024-02-29,MCEM,19,,,
7526,1,2024-02-29,QDEL,14,,,
7549,1,2024-02-29,MOG.A,11,,,
7549,2,2024-02-29,MOG.B,11,,,
7585,1,2024-02-29,MSI,11,,,
7585,1,2024-03-31,MSI,11,,,
7602,1,2024-02-29,MUEL,19,,,
7620,1,2024-02-29,MUR,11,,,
7620,1,2024-03-31,MUR,11,,,
7632,1,2024-02-29,INTG,14,,,
7636,1,2024-02-29,MYE,11,,,
7636,1,2024-03-31,MYE,11,,,
7637,1,2024-02-29,VTRS,14,,,
7637,1,2024-03-31,VTRS,14,,,
7647,1,2024-02-29,BAC,11,,,
7648,1,2024-02-29,VYX,11,,,
7658,2,2024-02-29,NL,11,,,
7658,2,2024-03-31,NL,11,,,
7662,1,2024-02-29,BMRA,14,,,
7685,1,2024-02-29,NSSC,14,,,
7696,1,2024-02-29,NATH,14,,,
7696,1,2024-03-31,NATH,14,,,
7733,1,2024-02-29,NFG,11,,,
7741,1,2024-02-29,NHC,12,,,
7750,1,2024-02-29,THC,11,,,
7762,1,2024-02-29,NPK,11,,,
7767,1,2024-02-29,SMAGF,19,,,
7767,01C,2024-02-29,SOMA.,9,,,
7770,1,2024-02-29,HLNFF,19,,,
7770,01C,2024-02-29,HLF.,7,,,
7799,1,2024-02-29,NATR,14,,,
7841,1,2024-02-29,CRMZ,19,,,
7849,1,2024-02-29,NJR,11,,,
7849,1,2024-03-31,NJR,11,,,
7863,1,2024-02-29,NUVR,19,,,
7866,1,2024-02-29,NYT,11,,,
7875,1,2024-02-29,NWL,14,,,
7881,1,2024-02-29,NEM,11,,,
7881,1,2024-03-31,NEM,11,,,
7881,01C,2024-02-29,NGT.,7,,,
7881,01C,2024-03-31,NGT.,7,,,
7882,2,2024-02-29,NR,11,,,
7906,1,2024-02-29,NKE,11,,,
7906,1,2024-03-31,NKE,11,,,
7908,90,2024-02-29,NTTYY,19,,,
7911,1,2024-02-29,NOBH,19,,,
7914,1,2024-02-29,NROM,19,,,
7921,1,2024-02-29,NDSN,14,,,
7921,1,2024-03-31,NDSN,14,,,
7922,1,2024-02-29,JWN,11,,,
7922,1,2024-03-31,JWN,11,,,
7923,1,2024-02-29,NSC,11,,,
7938,1,2024-02-29,NC,11,,,
7938,1,2024-03-31,NC,11,,,
7951,1,2024-02-29,MOV,11,,,
7951,2,2024-02-29,MOVAA,19,,,
7959,1,2024-02-29,NRT,11,,,
7970,1,2024-02-29,ES,11,,,
7970,1,2024-03-31,ES,11,,,
7974,1,2024-02-29,NI,11,,,
7977,1,2024-02-29,XEL,14,,,
7977,1,2024-03-31,XEL,14,,,
7982,1,2024-02-29,NTRS,14,,,
7982,1,2024-03-31,NTRS,14,,,
7985,1,2024-02-29,NOC,11,,,
7985,1,2024-03-31,NOC,11,,,
7991,1,2024-02-29,TEX,11,,,
7991,1,2024-03-31,TEX,11,,,
7993,1,2024-02-29,NWN,11,,,
8001,3,2024-02-29,NWE,14,,,
8001,3,2024-03-31,NWE,14,,,
8007,1,2024-02-29,WFC,11,,,
8007,1,2024-03-31,WFC,11,,,
8020,90,2024-02-29,NVO,11,,,
8030,1,2024-02-29,NUE,11,,,
8045,1,2024-02-29,HZHI,19,,,
8060,1,2024-02-29,NEWT,14,,,
8068,1,2024-02-29,OXY,11,,,
8068,1,2024-03-31,OXY,11,,,
8079,1,2024-02-29,OII,11,,,
8087,2,2024-02-29,ITI,14,,,
8092,3,2024-02-29,VTOL,11,,,
8099,1,2024-02-29,FE,11,,,
8099,1,2024-03-31,FE,11,,,
8105,1,2024-02-29,ODC,11,,,
8105,1,2024-03-31,ODC,11,,,
8113,1,2024-02-29,OGE,11,,,
8123,1,2024-02-29,OLN,11,,,
8123,1,2024-03-31,OLN,11,,,
8148,1,2024-02-29,OLP,11,,,
8151,1,2024-02-29,OKE,11,,,
8176,1,2024-02-29,ORBT,19,,,
8199,1,2024-02-29,OTTR,14,,,
8199,1,2024-03-31,OTTR,14,,,
8210,9,2024-02-29,OSG,11,,,
8213,1,2024-02-29,OMI,11,,,
8214,6,2024-02-29,OC,11,,,
8214,6,2024-03-31,OC,11,,,
8215,2,2024-02-29,OI,11,,,
8219,1,2024-02-29,OXM,11,,,
8245,1,2024-02-29,PNC,11,,,
8247,1,2024-02-29,PPG,11,,,
8247,1,2024-03-31,PPG,11,,,
8253,1,2024-02-29,PCAR,14,,,
8253,1,2024-03-31,PCAR,14,,,
8264,1,2024-02-29,PCG,11,,,
8272,1,2024-02-29,SRE,11,,,
8300,1,2024-02-29,PIUTQ,19,,,
8310,1,2024-02-29,PTTTS,19,,,
8334,1,2024-02-29,PAR,11,,,
8335,1,2024-02-29,PDI,11,,,
8335,1,2024-03-31,PDI,11,,,
8348,1,2024-02-29,PKE,11,,,
8350,1,2024-02-29,PKOH,14,,,
8356,1,2024-02-29,ECORF,19,,,
8356,01C,2024-02-29,ERA.,9,,,
8357,3,2024-02-29,PKDC,19,,,
8358,1,2024-02-29,PH,11,,,
8358,1,2024-03-31,PH,11,,,
8386,1,2024-02-29,PATK,14,,,
8386,1,2024-03-31,PATK,14,,,
8402,1,2024-02-29,PAYX,14,,,
8431,1,2024-02-29,AFG,11,,,
8455,1,2024-02-29,PPL,11,,,
8455,1,2024-03-31,PPL,11,,,
8457,1,2024-02-29,PRETQ,19,,,
8463,1,2024-02-29,PNR,11,,,
8479,1,2024-02-29,PEP,14,,,
8486,1,2024-02-29,TPC,11,,,
8493,1,2024-02-29,PBT,11,,,
8493,1,2024-03-31,PBT,11,,,
8515,3,2024-02-29,PHIG,19,,,
8530,1,2024-02-29,PFE,11,,,
8530,1,2024-03-31,PFE,11,,,
8539,1,2024-02-29,EXC,14,,,
8539,1,2024-03-31,EXC,14,,,
8542,1,2024-02-29,WTRG,11,,,
8542,1,2024-03-31,WTRG,11,,,
8543,1,2024-02-29,MO,11,,,
8544,90,2024-02-29,PHI,11,,,
8546,90,2024-02-29,PHG,11,,,
8549,1,2024-02-29,COP,11,,,
8549,1,2024-03-31,COP,11,,,
8549,01C,2024-02-29,PLP.Z,7,,,
8549,01C,2024-03-31,PLP.Z,7,,,
8551,1,2024-02-29,PVH,11,,,
8551,1,2024-03-31,PVH,11,,,
8582,1,2024-02-29,SENEB,14,,,
8582,2,2024-02-29,SENEA,14,,,
8599,1,2024-02-29,AGYS,14,,,
8605,2,2024-02-29,PIPR,11,,,
8605,2,2024-03-31,PIPR,11,,,
8606,1,2024-02-29,PBI,11,,,
8606,1,2024-03-31,PBI,11,,,
8611,1,2024-02-29,PW,12,,,
8644,1,2024-02-29,KGC,11,,,
8644,1,2024-03-31,KGC,11,,,
8644,01C,2024-02-29,K.,7,,,
8644,01C,2024-03-31,K.,7,,,
8653,1,2024-02-29,SKTP,19,,,
8661,1,2024-02-29,IPDN,14,,,
8692,1,2024-02-29,PCH,14,,,
8692,1,2024-03-31,PCH,14,,,
8699,1,2024-02-29,POWL,14,,,
8699,1,2024-03-31,POWL,14,,,
8702,1,2024-02-29,PWCDF,19,,,
8702,01C,2024-02-29,POW.,7,,,
8734,1,2024-02-29,PDNLB,19,,,
8734,2,2024-02-29,PDNLA,19,,,
8762,1,2024-02-29,PG,11,,,
8807,1,2024-02-29,PNM,11,,,
8810,1,2024-02-29,PEG,11,,,
8810,1,2024-03-31,PEG,11,,,
8823,1,2024-02-29,PHM,11,,,
8823,1,2024-03-31,PHM,11,,,
8826,1,2024-02-29,PCYO,14,,,
8832,1,2024-02-29,AGX,11,,,
8850,1,2024-02-29,KWR,11,,,
8864,1,2024-02-29,ASYS,14,,,
8867,2,2024-02-29,QMCO,14,,,
8870,1,2024-02-29,QBCAF,19,,,
8870,1,2024-03-31,QBCAF,19,,,
8870,01C,2024-02-29,QBR.A,7,,,
8870,01C,2024-03-31,QBR.A,7,,,
8870,2,2024-02-29,QBCRF,19,,,
8870,2,2024-03-31,QBCRF,19,,,
8870,02C,2024-02-29,QBR.B,7,,,
8870,02C,2024-03-31,QBR.B,7,,,
8892,1,2024-02-29,RCMT,14,,,
8898,1,2024-02-29,RJF,11,,,
8901,1,2024-02-29,RES,11,,,
8901,1,2024-03-31,RES,11,,,
8902,1,2024-02-29,RPM,11,,,
8947,1,2024-02-29,USLM,14,,,
8987,1,2024-02-29,IHT,12,,,
9016,1,2024-02-29,RRX,11,,,
9023,1,2024-02-29,RGS,14,,,
9034,1,2024-02-29,RTMAF,19,,,
9034,01C,2024-02-29,RET.A,9,,,
9034,2,2024-02-29,RTMNF,19,,,
9034,02C,2024-02-29,RET.,9,,,
9063,1,2024-02-29,AN,11,,,
9099,1,2024-02-29,CLOQ,19,,,
9125,1,2024-02-29,RELL,14,,,
9135,90,2024-02-29,RICOY,19,,,
9154,1,2024-02-29,RSKIA,19,,,
9155,1,2024-02-29,RADCQ,19,,,
9171,1,2024-02-29,RGCO,14,,,
9203,1,2024-02-29,ROK,11,,,
9203,1,2024-03-31,ROK,11,,,
9215,1,2024-02-29,RCI,11,,,
9215,1,2024-03-31,RCI,11,,,
9215,01C,2024-02-29,RCI.B,7,,,
9215,01C,2024-03-31,RCI.B,7,,,
9215,2,2024-02-29,RCIAF,19,,,
9215,2,2024-03-31,RCIAF,19,,,
9215,02C,2024-02-29,RCI.A,7,,,
9215,02C,2024-03-31,RCI.A,7,,,
9216,1,2024-02-29,ROG,11,,,
9225,1,2024-02-29,ROL,11,,,
9225,1,2024-03-31,ROL,11,,,
9248,1,2024-02-29,ROST,14,,,
9248,1,2024-03-31,ROST,14,,,
9259,1,2024-02-29,ROWC,19,,,
9273,1,2024-02-29,RGLD,14,,,
9273,01C,2024-02-29,RGL.,7,,,
9299,1,2024-02-29,R,11,,,
9317,1,2024-02-29,SEIC,14,,,
9323,1,2024-02-29,PGNT,19,,,
9324,1,2024-02-29,SJW,11,,,
9324,1,2024-03-31,SJW,11,,,
9330,1,2024-02-29,PVCT,19,,,
9346,1,2024-02-29,SBR,11,,,
9346,1,2024-03-31,SBR,11,,,
9347,1,2024-02-29,SADL,19,,,
9355,1,2024-02-29,SFES,19,,,
9367,1,2024-02-29,ARHN,19,,,
9376,1,2024-02-29,NSYC,19,,,
9393,1,2024-02-29,SJT,11,,,
9393,1,2024-03-31,SJT,11,,,
9465,1,2024-02-29,SLB,11,,,
9466,1,2024-02-29,SCHL,14,,,
9489,1,2024-02-29,TRTI,19,,,
9490,1,2024-02-29,SCND,19,,,
9504,1,2024-02-29,SCPJ,19,,,
9521,1,2024-02-29,SLGD,19,,,
9538,1,2024-02-29,SEB,12,,,
9538,1,2024-03-31,SEB,12,,,
9551,2,2024-02-29,APPS,14,,,
9555,1,2024-02-29,SEE,11,,,
9555,1,2024-03-31,SEE,11,,,
9599,1,2024-02-29,SMTC,14,,,
9611,1,2024-02-29,SCI,11,,,
9611,1,2024-03-31,SCI,11,,,
9619,1,2024-02-29,SVT,12,,,
9647,2,2024-02-29,MTTRF,19,,,
9647,02C,2024-02-29,MATR.,7,,,
9664,1,2024-02-29,SHEN,14,,,
9667,1,2024-02-29,SHW,11,,,
9667,1,2024-03-31,SHW,11,,,
9698,1,2024-02-29,SIF,12,,,
9728,2,2024-02-29,MUX,11,,,
9728,02C,2024-02-29,MUX.,7,,,
9748,1,2024-02-29,PVSP,19,,,
9771,2,2024-02-29,AOS,11,,,
9777,1,2024-02-29,SJM,11,,,
9777,1,2024-03-31,SJM,11,,,
9778,1,2024-02-29,SNA,11,,,
9778,1,2024-03-31,SNA,11,,,
9783,1,2024-02-29,KEY,11,,,
9786,1,2024-02-29,SOFT,19,,,
9799,1,2024-02-29,SODI,19,,,
9815,1,2024-02-29,SON,11,,,
9815,1,2024-03-31,SON,11,,,
9818,90,2024-02-29,SONY,11,,,
9818,90C,2024-02-29,SNE.1,7,,,
9846,1,2024-02-29,EIX,11,,,
9849,1,2024-02-29,AWR,11,,,
9849,1,2024-03-31,AWR,11,,,
9850,1,2024-02-29,SO,11,,,
9850,1,2024-03-31,SO,11,,,
9870,1,2024-02-29,JROOF,19,,,
9870,01C,2024-02-29,JEV.,9,,,
9882,1,2024-02-29,LUV,11,,,
9882,1,2024-03-31,LUV,11,,,
9890,1,2024-02-29,SWX,11,,,
9890,1,2024-03-31,SWX,11,,,
9899,1,2024-02-29,T,11,,,
9904,1,2024-02-29,SWN,11,,,
9919,1,2024-02-29,SHYF,14,,,
9969,2,2024-02-29,STAA,14,,,
10000,1,2024-02-29,SMP,11,,,
10000,1,2024-03-31,SMP,11,,,
10008,1,2024-02-29,SXI,11,,,
10016,1,2024-02-29,SWK,11,,,
10016,1,2024-03-31,SWK,11,,,
10030,1,2024-02-29,SCX,11,,,
10030,2,2024-02-29,SCXLB,19,,,
10035,1,2024-02-29,STT,11,,,
10056,1,2024-02-29,SCL,11,,,
10078,1,2024-02-29,PREIF,19,,,
10078,01C,2024-02-29,PRG.,9,,,
10086,1,2024-02-29,STC,11,,,
10086,1,2024-03-31,STC,11,,,
10096,1,2024-02-29,PSA,11,,,
10096,1,2024-03-31,PSA,11,,,
10115,1,2024-02-29,SYK,11,,,
10121,4,2024-02-29,NAVI,14,,,
10124,1,2024-02-29,RGR,11,,,
10124,1,2024-03-31,RGR,11,,,
10137,90,2024-02-29,SMFG,11,,,
10195,1,2024-02-29,SUP,11,,,
10198,1,2024-02-29,SGC,14,,,
10221,2,2024-02-29,SBOW,11,,,
10235,1,2024-02-29,TPHS,12,,,
10236,1,2024-02-29,ACNT,14,,,
10247,1,2024-02-29,SYY,11,,,
10259,1,2024-02-29,NSPT,19,,,
10275,90,2024-02-29,TTDKY,19,,,
10305,1,2024-02-29,TSRI,14,,,
10349,1,2024-02-29,TAYD,14,,,
10353,1,2024-02-29,TISI,11,,,
10361,1,2024-02-29,SIMC,19,,,
10364,1,2024-02-29,TCCO,19,,,
10380,1,2024-02-29,SSY,12,,,
10385,1,2024-02-29,TECK,11,,,
10385,1,2024-03-31,TECK,11,,,
10385,01C,2024-02-29,TECK.B,7,,,
10385,01C,2024-03-31,TECK.B,7,,,
10385,2,2024-02-29,TCKRF,19,,,
10385,2,2024-03-31,TCKRF,19,,,
10385,02C,2024-02-29,TECK.A,7,,,
10385,02C,2024-03-31,TECK.A,7,,,
10390,1,2024-02-29,TRC,11,,,
10405,1,2024-02-29,ATI,11,,,
10407,1,2024-02-29,TFX,11,,,
10411,1,2024-02-29,TDS,11,,,
10411,1,2024-03-31,TDS,11,,,
10438,1,2024-02-29,WDRP,19,,,
10441,1,2024-02-29,TNC,11,,,
10453,1,2024-02-29,TER,14,,,
10469,1,2024-02-29,VIVXF,19,,,
10469,01C,2024-02-29,VIV.,9,,,
10499,1,2024-02-29,TXN,14,,,
10504,1,2024-02-29,TPL,11,,,
10519,1,2024-02-29,TXT,11,,,
10519,1,2024-03-31,TXT,11,,,
10530,1,2024-02-29,TMO,11,,,
10530,1,2024-03-31,TMO,11,,,
10534,1,2024-02-29,TOOD,19,,,
10549,1,2024-02-29,THO,11,,,
10565,2,2024-02-29,TDW,11,,,
10567,4,2024-02-29,SIX,11,,,
10568,1,2024-02-29,TSRR,19,,,
10575,1,2024-02-29,GURU,17,,,
10581,1,2024-02-29,TKR,11,,,
10581,1,2024-03-31,TKR,11,,,
10598,1,2024-02-29,TOFB,19,,,
10609,1,2024-02-29,TR,11,,,
10609,1,2024-03-31,TR,11,,,
10609,2,2024-02-29,TROLB,19,,,
10609,2,2024-03-31,TROLB,19,,,
10614,1,2024-02-29,GL,11,,,
10618,1,2024-02-29,TTC,11,,,
10629,1,2024-02-29,TPRP,19,,,
10658,1,2024-02-29,TNLX,19,,,
10671,1,2024-02-29,TRP,11,,,
10671,01C,2024-02-29,TRP.,7,,,
10685,1,2024-02-29,TRNS,14,,,
10713,1,2024-02-29,TY,11,,,
10713,1,2024-03-31,TY,11,,,
10735,1,2024-02-29,TRN,11,,,
10740,1,2024-02-29,TRT,12,,,
10761,1,2024-02-29,VNRX,12,,,
10777,1,2024-02-29,TWIN,14,,,
10777,1,2024-03-31,TWIN,14,,,
10789,1,2024-02-29,TYL,11,,,
10793,1,2024-02-29,TSN,11,,,
10795,4,2024-02-29,UAL,14,,,
10801,1,2024-02-29,UGI,11,,,
10801,1,2024-03-31,UGI,11,,,
10832,1,2024-02-29,UNAM,19,,,
10839,1,2024-02-29,UFI,11,,,
10840,1,2024-02-29,UNF,11,,,
10840,1,2024-03-31,UNF,11,,,
10846,91,2024-02-29,UL,11,,,
10860,1,2024-02-29,AEE,11,,,
10860,1,2024-03-31,AEE,11,,,
10867,1,2024-02-29,UNP,11,,,
10871,1,2024-02-29,GFOO,19,,,
10877,2,2024-02-29,UNTC,19,,,
10894,1,2024-02-29,UDR,11,,,
10902,1,2024-02-29,UG,14,,,
10903,1,2024-02-29,UNH,11,,,
10903,1,2024-03-31,UNH,11,,,
10916,1,2024-02-29,UMBF,14,,,
10916,1,2024-03-31,UMBF,14,,,
10917,1,2024-02-29,UMH,11,,,
10917,5,2024-02-29,UMH.PD,11,,,
10920,1,2024-02-29,UPS,11,,,
10920,1,2024-03-31,UPS,11,,,
10930,1,2024-02-29,UAMY,12,,,
10938,1,2024-02-29,USEG,14,,,
10983,1,2024-02-29,RTX,11,,,
10991,1,2024-02-29,LNW,14,,,
10999,1,2024-02-29,UTL,11,,,
11012,1,2024-02-29,SXT,11,,,
11012,1,2024-03-31,SXT,11,,,
11013,1,2024-02-29,TYTN,19,,,
11017,1,2024-02-29,UVV,11,,,
11027,1,2024-02-29,UUU,12,,,
11032,1,2024-02-29,UHS,11,,,
11051,1,2024-02-29,UTMD,14,,,
11051,1,2024-03-31,UTMD,14,,,
11060,1,2024-02-29,VFC,11,,,
11060,1,2024-03-31,VFC,11,,,
11065,1,2024-02-29,VSEC,14,,,
11094,1,2024-02-29,VMI,11,,,
11099,1,2024-02-29,VALU,14,,,
11124,1,2024-02-29,VECO,14,,,
11169,1,2024-02-29,VIDE,19,,,
11172,1,2024-02-29,CUSI,19,,,
11178,1,2024-02-29,VLGEA,14,,,
11185,1,2024-02-29,VIRC,14,,,
11185,1,2024-03-31,VIRC,14,,,
11191,1,2024-02-29,VSH,11,,,
11191,1,2024-03-31,VSH,11,,,
11217,91,2024-02-29,VLVLY,19,,,
11220,1,2024-02-29,VNO,11,,,
11225,1,2024-02-29,VULC,19,,,
11228,1,2024-02-29,VMC,11,,,
11228,1,2024-03-31,VMC,11,,,
11234,1,2024-02-29,WDFC,14,,,
11258,3,2024-02-29,WJXFF,19,,,
11258,3,2024-03-31,WJXFF,19,,,
11258,03C,2024-02-29,WJX.,7,,,
11258,03C,2024-03-31,WJX.,7,,,
11259,1,2024-02-29,WMT,11,,,
11259,1,2024-03-31,WMT,11,,,
11264,1,2024-02-29,WBA,14,,,
11264,1,2024-03-31,WBA,14,,,
11300,1,2024-02-29,GHC,11,,,
11301,1,2024-02-29,ELME,11,,,
11304,1,2024-02-29,AVA,11,,,
11313,1,2024-02-29,WSO.B,11,,,
11313,2,2024-02-29,WSO,11,,,
11343,1,2024-02-29,WMK,11,,,
11343,1,2024-03-31,WMK,11,,,
11372,1,2024-02-29,GBR,12,,,
11376,1,2024-02-29,WST,11,,,
11399,1,2024-02-29,WDC,14,,,
11409,1,2024-02-29,CHJI,19,,,
11443,1,2024-02-29,WNGRF,19,,,
11443,1,2024-03-31,WNGRF,19,,,
11443,01C,2024-02-29,WN.,7,,,
11443,01C,2024-03-31,WN.,7,,,
11455,1,2024-02-29,WEYS,14,,,
11455,1,2024-03-31,WEYS,14,,,
11456,1,2024-02-29,WY,11,,,
11456,1,2024-03-31,WY,11,,,
11465,1,2024-02-29,WHR,11,,,
11499,1,2024-02-29,WLY,11,,,
11499,2,2024-02-29,WLYB,11,,,
11506,1,2024-02-29,WMB,11,,,
11506,1,2024-03-31,WMB,11,,,
11511,1,2024-02-29,WSM,11,,,
11537,1,2024-02-29,WGO,11,,,
11550,1,2024-02-29,WEC,11,,,
11550,1,2024-03-31,WEC,11,,,
11554,1,2024-02-29,LNT,14,,,
11566,1,2024-02-29,WWW,11,,,
11580,1,2024-02-29,WWD,14,,,
11580,1,2024-03-31,WWD,14,,,
11584,1,2024-02-29,FL,11,,,
11584,01C,2024-02-29,Z.1,7,,,
11600,1,2024-02-29,WOR,11,,,
11600,1,2024-03-31,WOR,11,,,
11632,1,2024-02-29,IFABF,19,,,
11632,01C,2024-02-29,IFA.,7,,,
11636,1,2024-02-29,XRX,14,,,
11644,3,2024-02-29,KEGX,19,,,
11649,1,2024-02-29,YELLQ,19,,,
11657,1,2024-02-29,YORW,14,,,
11670,1,2024-02-29,SPB,11,,,
11670,1,2024-03-31,SPB,11,,,
11672,1,2024-02-29,TJX,11,,,
11672,1,2024-03-31,TJX,11,,,
11687,1,2024-02-29,ZION,14,,,
11703,1,2024-02-29,FLUX,14,,,
11721,1,2024-02-29,OSK,11,,,
11729,1,2024-02-29,WTM,11,,,
11729,1,2024-03-31,WTM,11,,,
11735,1,2024-02-29,YYY,17,,,
11745,1,2024-02-29,QLYS,14,,,
11749,90,2024-02-29,SKFRY,19,,,
11756,1,2024-02-29,ALEX,11,,,
11756,1,2024-03-31,ALEX,11,,,
11770,1,2024-02-29,SF,11,,,
11770,2,2024-02-29,6217B,1,,,
11776,1,2024-02-29,PTOP,19,,,
11779,1,2024-02-29,MCCHF,19,,,
11779,01C,2024-02-29,MCS.,9,,,
11781,1,2024-02-29,OVV,11,,,
11781,1,2024-03-31,OVV,11,,,
11781,01C,2024-02-29,OVV.,7,,,
11781,01C,2024-03-31,OVV.,7,,,
11796,2,2024-02-29,LCII,11,,,
11796,2,2024-03-31,LCII,11,,,
11811,1,2024-02-29,JKHY,14,,,
11811,1,2024-03-31,JKHY,14,,,
11842,1,2024-02-29,ASB,11,,,
11847,1,2024-02-29,APRD,21,,,
11848,1,2024-02-29,APRH,21,,,
11854,1,2024-02-29,NMIH,14,,,
11856,1,2024-02-29,TFC,11,,,
11856,1,2024-03-31,TFC,11,,,
11861,1,2024-02-29,VLY,14,,,
11861,1,2024-03-31,VLY,14,,,
11872,1,2024-02-29,ARKR,14,,,
11872,1,2024-03-31,ARKR,14,,,
11885,1,2024-02-29,PPCB,19,,,
11890,1,2024-02-29,SPHY,17,,,
11890,1,2024-03-31,SPHY,17,,,
11922,1,2024-02-29,NGVC,11,,,
11922,1,2024-03-31,NGVC,11,,,
11925,3,2024-02-29,NE,11,,,
11925,3,2024-03-31,NE,11,,,
11929,1,2024-02-29,ACUR,19,,,
11930,1,2024-02-29,CAWW,19,,,
11944,5,2024-02-29,TUEMQ,19,,,
11976,1,2024-02-29,RMCF,14,,,
11983,1,2024-02-29,EMLP,17,,,
11996,1,2024-02-29,CTR,11,,,
11996,1,2024-03-31,CTR,11,,,
12005,2,2024-02-29,MEIL,19,,,
12019,1,2024-02-29,MMD,11,,,
12019,1,2024-03-31,MMD,11,,,
12033,1,2024-02-29,SDOG,17,,,
12035,1,2024-02-29,RBB,14,,,
12036,1,2024-02-29,WRRZF,19,,,
12036,01C,2024-02-29,WRR.,9,,,
12081,1,2024-02-29,LAND,14,,,
